1488.157959,1483.036011,1292.19104,1288.64978,2179.028565,2045.654297,0.070175774,0.069335938,2.747123003,2.548834801,4
1146.102417,1099.09375,777.5645142,675.1774902,1472.072022,1173.55957,0.0265087,0.024902344,6.51991415,7.498566628,5
697.760376,714.9067383,459.2198181,461.005188,1007.002564,1055.126953,0.011065751,0.0078125,8.657219887,8.411512375,2
2211.165283,2129.768311,1529.951172,1370.293579,3617.322022,3273.046875,0.021487746,0.017089844,5.475856304,5.870173454,2
1270.32898,1268.158936,1187.323242,1215.578125,2177.077637,2207.15332,0.05324712,0.047851563,8.895516396,9.323916435,7
1434.96814,1422.182495,1035.091919,836.1506958,2079.047363,1765.722656,0.041421067,0.026855469,4.265124321,3.8717103,5
1981.161011,2016.70044,1622.180664,1458.730957,3513.233643,3531.445313,0.062889546,0.046875,5.382611275,5.433843613,5
1692.455322,1666.326416,1308.550903,980.5771484,2745.797607,1754.956055,0.042063672,0.026855469,6.671875954,6.131434441,3
1865.354614,1712.290161,1516.325562,1207.001831,3104.195313,2271.75293,0.059091046,0.047363281,2.609659433,2.257648468,4
1328.475952,1308.209961,904.3898926,845.6036377,1834.625,1679.589844,0.034059491,0.029785156,2.305360079,2.254229069,1
932.803833,899.8421021,509.1052551,459.58078,800.2802734,624.4628906,0.018611766,0.017089844,4.792482376,4.39758873,4
1496.349854,1492.32544,1211.812378,1133.642212,2525.817627,2433.251953,0.047869943,0.0390625,3.991276979,3.697544575,3
1124.592163,836.7139282,687.2293701,482.1913757,1239.230225,667.5292969,0.025890015,0.020507813,4.79263258,2.890345097,2
1489.788818,1513.647217,1393.485596,1148.974243,2842.198975,2487.084961,0.052372627,0.046386719,0.75425595,0.79891336,1
1978.286133,1919.091797,1396.774292,1253.244263,2978.743408,2659.350586,0.04410331,0.037109375,1.990363836,1.802103281,5
513.5648804,447.8305359,428.2883606,405.5065613,653.1025391,592.1630859,0.034044966,0.032714844,2.705719709,2.600068569,6
1954.81897,1832.136475,1747.915283,1428.475098,3513.304688,3079.248047,0.069783509,0.047363281,8.236878395,7.68914175,3
570.2289429,514.8422241,394.7376404,327.6959839,758.892334,624.4628906,0.018348353,0.014648438,2.42752099,1.974959731,6
1121.336548,880.645813,640.6147461,415.7706604,1321.322754,570.6298828,0.015610952,0.011230469,6.461386681,6.978277683,2
961.2809448,869.749939,715.0102539,601.4100952,1307.627075,1065.893555,0.03365016,0.025390625,13.44960499,13.94065189,5
1146.943481,1092.966309,758.15271,594.2598267,1476.496338,958.2275391,0.027073124,0.018554688,3.794009447,2.928048134,2
1894.973023,1892.227539,1673.343262,1542.201538,3461.552002,3229.980469,0.070382878,0.063476563,2.340669155,2.202615976,2
1828.363648,1894.617065,1302.147827,1109.050293,2756.668457,2702.416992,0.059463333,0.036621094,3.780843973,3.362714768,1
